id,district,locality,families,households,population,male,female
127,Khotang,"Rawa Besi Rural Municipality",2724,2646,11218,5424,5794
129,Khotang,"Sakela Rural Municipality",2307,2276,9605,4819,4786
133,Udayapur,"Rautamai Rural Municipality",4586,4434,20418,10017,10401
134,Udayapur,"Limchungbung Rural Municipality",2257,2229,9789,4837,4952
135,Udayapur,"Tapli Rural Municipality",2884,2843,13377,6648,6729
137,Udayapur,"Udayapurgadhi Rural Municipality",6810,6650,28929,14093,14836
138,Saptari,"Agnisair Krishna Savaran Rural Municipality",6726,6092,32047,15735,16312
139,Saptari,"Balan Bihul Rural Municipality",5004,3770,24059,12169,11890
140,Saptari,"Rajgadh Rural Municipality",6942,5687,32975,16564,16411
141,Saptari,"Bishnupur Rural Municipality",5780,5007,28072,14230,13842
143,Saptari,"Chhinnamasta Rural Municipality",6373,4747,30664,15416,15248
148,Saptari,"Mahadeva Rural Municipality",6522,5322,31048,15737,15311
150,Saptari,"Rupani Rural Municipality",6963,5801,30064,14806,15258
151,Saptari,"Saptakoshi Rural Municipality",5305,4624,23891,11632,12259
154,Saptari,"Tilathi Koiladi Rural Municipality",6874,5366,34257,17459,16798
155,Saptari,"Tirahut Rural Municipality",5151,4148,23987,12086,11901
156,Siraha,"Arnama Rural Municipality",5208,4231,28137,13741,14396
157,Siraha,"Aurahi Rural Municipality",5891,4092,27194,13669,13525
158,Siraha,"Bariyarpatti Rural Municipality",5965,4475,29859,14876,14983
159,Siraha,"Bhagawanpur Rural Municipality",4650,3553,23324,11544,11780
160,Siraha,"Bishnupur Rural Municipality",4870,3821,22796,11303,11493
166,Siraha,"Laxmipur Patari Rural Municipality",6666,5235,31103,14912,16191
168,Siraha,"Naraha Rural Municipality",4419,3787,23656,12319,11337
169,Siraha,"Nawarajpur Rural Municipality",4268,3214,20832,10214,10618
170,Siraha,"Sakhuwanankarkatti Rural Municipality",4263,3223,20951,10230,10721
173,Dhanusa,"Aaurahi Rural Municipality",4846,4036,24338,11773,12565
174,Dhanusa,"Bateshwor Rural Municipality",4766,3903,21473,10670,10803
177,Dhanusa,"Dhanauji Rural Municipality",4683,3704,21960,10481,11479
181,Dhanusa,"Janaknandani Rural Municipality",5627,4480,28267,13556,14711
184,Dhanusa,"Lakshminiya Rural Municipality",6609,5409,33212,16161,17051
187,Dhanusa,"Mukhiyapatti Musarmiya Rural Municipality",5585,4467,29351,14937,14414
195,Mahottari,"Ekdanra Rural Municipality",6000,4735,32060,16099,15961
199,Mahottari,"Mahottari Rural Municipality",6845,5430,32652,16211,16441
202,Mahottari,"Pipra Rural Municipality",8514,6459,39500,19764,19736
204,Mahottari,"Samsi Rural Municipality",7100,5478,38676,18818,19858
205,Mahottari,"Sonama Rural Municipality",9252,7524,51736,26647,25089
209,Sarlahi,"Basbariya Rural Municipality",4675,3908,26406,13495,12911
210,Sarlahi,"Bishnu Rural Municipality",4784,3587,25870,13350,12520
211,Sarlahi,"Bramhapuri Rural Municipality",5383,4048,27878,13831,14047
212,Sarlahi,"Chakraghatta Rural Municipality",5041,4150,29166,15057,14109
213,Sarlahi,"Chandranagar Rural Municipality",6808,5320,37517,19111,18406
214,Sarlahi,"Dhankaul Rural Municipality",5121,4077,28500,14688,13812
221,Sarlahi,"Kaudena Rural Municipality",5805,4478,29226,14638,14588
224,Sarlahi,"Parsa Rural Municipality",4656,3625,24039,12262,11777
225,Sarlahi,"Ramnagar Rural Municipality",5853,4373,31687,16335,15352
230,Rautahat,"Durga Bhagwati Rural Municipality",4136,3369,23226,11809,11417
243,Rautahat,"Yemunamai Rural Municipality",4728,3622,28607,14042,14565
244,Bara,"Adarshkotwal Rural Municipality",5196,4217,29586,15141,14445
245,Bara,"Baragadhi Rural Municipality",5118,4071,29836,15164,14672
246,Bara,"Bishrampur Rural Municipality",4310,3678,23891,12535,11356
247,Bara,"Devtal Rural Municipality",3936,3143,25082,13388,11694
250,Bara,"Karaiyamai Rural Municipality",5154,4026,29045,14583,14462
255,Bara,"Parwanipur Rural Municipality",3664,2975,22466,11767,10699
256,Bara,"Pheta Rural Municipality",5195,4414,28922,14888,14034
257,Bara,"Prasauni Rural Municipality",3400,2924,21747,11146,10601
259,Bara,"Suwarna Rural Municipality",5584,4743,35875,18528,17347
261,Parsa,"Bindabasini Rural Municipality",3832,3210,24466,12637,11829
263,Parsa,"Chhipaharmai Rural Municipality",4316,3698,26742,13732,13010
264,Parsa,"Dhobini Rural Municipality",3585,3063,22846,11803,11043
265,Parsa,"Jagarnathpur Rural Municipality",5846,4960,32737,16537,16200
266,Parsa,"Jirabhawani Rural Municipality",5287,4280,22602,11200,11402
267,Parsa,"Kalikamai Rural Municipality",3788,3099,23740,12232,11508
268,Parsa,"Pakahamainpur Rural Municipality",3825,3406,22957,12073,10884
270,Parsa,"Paterwasugauli Rural Municipality",4850,3851,25508,12866,12642
272,Parsa,"SakhuwaPrasauni Rural Municipality",6382,5244,35712,17890,17822
273,Parsa,"Thori Rural Municipality",4546,4333,17494,8346,9148
275,Sindhuli,"Ghanglekh Rural Municipality",2875,2801,12701,6214,6487
276,Sindhuli,"Golanjor Rural Municipality",4537,4340,19012,9296,9716
277,Sindhuli,"Hariharpurgadhi Rural Municipality",5298,5199,26829,13132,13697
279,Sindhuli,"Marin Rural Municipality",6089,5843,28988,14277,14711
280,Sindhuli,"Phikkal Rural Municipality",3091,3039,14359,7058,7301
281,Sindhuli,"Sunkoshi Rural Municipality",5075,4920,18136,8772,9364
282,Sindhuli,"Tinpatan Rural Municipality",7939,7669,35145,17429,17716
283,Ramechhap,"Doramba Rural Municipality",5036,4928,17529,8129,9400
284,Ramechhap,"Gokulganga Rural Municipality",4897,4773,18363,8826,9537
285,Ramechhap,"Khadadevi Rural Municipality",5507,5392,19381,9174,10207
286,Ramechhap,"Likhu Tamakoshi Rural Municipality",5310,5149,18675,8702,9973
289,Ramechhap,"Sunapati Rural Municipality",4201,4100,14616,6932,7684
290,Ramechhap,"Umakunda Rural Municipality",4216,4063,16709,8219,8490
291,Dolakha,"Baiteshwor Rural Municipality",5412,5212,17947,8613,9334
293,Dolakha,"Bigu Rural Municipality",5055,4805,16299,7853,8446
294,Dolakha,"Gaurishankar Rural Municipality",4667,4612,15982,7889,8093
296,Dolakha,"Kalinchok Rural Municipality",6268,6046,21210,10354,10856
297,Dolakha,"Melung Rural Municipality",4877,4759,16051,7571,8480
298,Dolakha,"Sailung Rural Municipality",5248,5088,18328,9048,9280
299,Dolakha,"Tamakoshi Rural Municipality",4759,4317,15237,7369,7868
301,Sindhupalchok,"Balefi Rural Municipality",4730,4467,16465,8062,8403
302,Sindhupalchok,"Bhotekoshi Rural Municipality",3769,3622,14239,7259,6980
304,Sindhupalchok,"Helambu Rural Municipality",4755,4589,17723,8907,8816
305,Sindhupalchok,"Indrawati Rural Municipality",6812,6584,25518,12114,13404
306,Sindhupalchok,"Jugal Rural Municipality",4698,4549,19148,9657,9491
307,Sindhupalchok,"Lisangkhu Pakhar Rural Municipality",3746,3605,11560,5713,5847
309,Sindhupalchok,"Panchpokhari Thangpal Rural Municipality",5917,5634,20978,10596,10382
310,Sindhupalchok,"Sunkoshi Rural Municipality",4597,4509,15307,7376,7931
311,Sindhupalchok,"Tripurasundari Rural Municipality",3653,3551,12194,5972,6222
313,Kavrepalanchok,"Bethanchowk Rural Municipality",3900,3730,14996,7229,7767
314,Kavrepalanchok,"Bhumlu Rural Municipality",4524,4407,15858,7607,8251
315,Kavrepalanchok,"Chaurideurali Rural Municipality",4181,4084,14106,6668,7438
317,Kavrepalanchok,"Khanikhola Rural Municipality",2484,2455,12375,6131,6244
318,Kavrepalanchok,"Mahabharat Rural Municipality",3327,3297,16148,7933,8215
323,Kavrepalanchok,"Roshi Rural Municipality",6148,6039,23551,11458,12093
324,Kavrepalanchok,"Temal Rural Municipality",4930,4872,16959,8197,8762
325,Lalitpur,"Bagmati Rural Municipality",2800,2735,11196,5637,5559
327,Lalitpur,"Konjyosom Rural Municipality",2176,2148,9042,4499,4543
330,Lalitpur,"Mahankal Rural Municipality",1878,1836,7861,3913,3948
348,Nuwakot,"Dupcheshwar Rural Municipality",5195,5023,21019,10473,10546
349,Nuwakot,"Kakani Rural Municipality",6388,6012,24323,11969,12354
350,Nuwakot,"Kispang Rural Municipality",3969,3853,14122,6920,7202
351,Nuwakot,"Likhu Rural Municipality",4604,4374,17737,8646,9091
352,Nuwakot,"Myagang Rural Municipality",3755,3595,12417,6086,6331
353,Nuwakot,"Panchakanya Rural Municipality",3629,3539,13864,6771,7093
354,Nuwakot,"Shivapuri Rural Municipality",4877,4795,16979,8115,8864
355,Nuwakot,"Suryagadhi Rural Municipality",3842,3776,14929,7256,7673
356,Nuwakot,"Tadi Rural Municipality",4031,3867,16055,7911,8144
357,Nuwakot,"Tarkeshwar Rural Municipality",3792,3735,14164,6670,7494
358,Rasuwa,"Gosaikunda Rural Municipality",2477,2149,8043,4071,3972
359,Rasuwa,"Kalika Rural Municipality",2474,2412,10172,5011,5161
360,Rasuwa,"Naukunda Rural Municipality",2899,2878,12095,6059,6036
361,Rasuwa,"Amachodingmo Rural Municipality",1727,1688,6673,3486,3187
362,Rasuwa,"Uttargaya Rural Municipality",2264,2235,8571,4232,4339
363,Dhading,"Benighat Rorang Rural Municipality",7791,6979,34473,17542,16931
365,Dhading,"Gajuri Rural Municipality",6909,6306,28756,14471,14285
366,Dhading,"Galchi Rural Municipality",6212,5783,24206,11875,12331
367,Dhading,"Gangajamuna Rural Municipality",5305,5183,19460,9494,9966
368,Dhading,"Jwalamukhi Rural Municipality",6116,5972,21202,9898,11304
369,Dhading,"Khaniyabash Rural Municipality",2640,2618,10680,5175,5505
370,Dhading,"Netrawati Dabjong Rural Municipality",3295,3242,11271,5390,5881
372,Dhading,"Rubi Valley Rural Municipality",3005,2989,10472,5261,5211
373,Dhading,"Siddhalek Rural Municipality",5883,5795,22212,10652,11560
374,Dhading,"Thakre Rural Municipality",7745,7142,31554,15797,15757
375,Dhading,"Tripura Sundari Rural Municipality",5748,5596,21188,10105,11083
376,Makwanpur,"Bagmati Rural Municipality",6498,6195,30625,15111,15514
377,Makwanpur,"Bakaiya Rural Municipality",9028,8664,40671,19947,20724
378,Makwanpur,"Bhimphedi Rural Municipality",5128,4939,21626,10668,10958
380,Makwanpur,"Indrasarowar Rural Municipality",3415,3217,13758,6739,7019
381,Makwanpur,"Kailash Rural Municipality",4487,4400,21992,11140,10852
382,Makwanpur,"Makawanpurgadhi Rural Municipality",5342,5239,24252,12169,12083
383,Makwanpur,"Manahari Rural Municipality",10762,10097,47144,22986,24158
384,Makwanpur,"Raksirang Rural Municipality",5077,5043,25871,13147,12724
387,Chitawan,"Ichchhyakamana Rural Municipality",6174,5517,26965,13599,13366
393,Gorkha,"Aarughat Rural Municipality",6220,5950,21876,10409,11467
394,Gorkha,"Ajirkot Rural Municipality",3667,3589,13002,6389,6613
395,Gorkha,"Bhimsenthapa Rural Municipality",5265,5186,17118,7819,9299
396,Gorkha,"Chum Nubri Rural Municipality",2134,2036,6789,3240,3549
397,Gorkha,"Dharche Rural Municipality",3790,3683,14563,7025,7538
398,Gorkha,"Gandaki Rural Municipality",5688,5537,21662,10414,11248
401,Gorkha,"Sahid Lakhan Rural Municipality",6812,6554,22429,10492,11937
402,Gorkha,"Siranchok Rural Municipality",6026,5907,19829,9352,10477
403,Gorkha,"Barpak Sulikot Rural Municipality",6583,6426,23222,10921,12301
405,Lamjung,"Dordi Rural Municipality",4597,4462,15639,7585,8054
406,Lamjung,"Dudhpokhari Rural Municipality",2492,2470,8558,4178,4380
407,Lamjung,"Kwholasothar Rural Municipality",2285,2228,8008,3827,4181
409,Lamjung,"Marsyangdi Rural Municipality",4620,4455,17267,8421,8846
412,Tanahu,"Anbukhaireni Rural Municipality",6284,4758,22349,10791,11558
413,Tanahu,"Bandipur Rural Municipality",5418,4712,19403,9251,10152
417,Tanahu,"Devghat Rural Municipality",3878,3653,14941,7115,7826
418,Tanahu,"Ghiring Rural Municipality",4490,4102,15038,7013,8025
419,Tanahu,"Myagde Rural Municipality",6532,5857,23385,10781,12604
420,Tanahu,"Rhishing Rural Municipality",4981,4611,18821,8590,10231
422,Syangja,"Aandhikhola Rural Municipality",4718,4278,14970,6916,8054
423,Syangja,"Arjunchaupari Rural Municipality",3810,3549,14094,6495,7599
425,Syangja,"Biruwa Rural Municipality",3980,3775,13900,6571,7329
428,Syangja,"Harinas Rural Municipality",3591,3318,12979,5953,7026
429,Syangja,"Kaligandagi Rural Municipality",4946,4666,18008,8242,9766
430,Syangja,"Phedikhola Rural Municipality",3222,2919,10786,5035,5751
433,Kaski,"Annapurna Rural Municipality",6406,5811,22517,10863,11654
434,Kaski,"Machhapuchchhre Rural Municipality",6144,5509,22013,10762,11251
435,Kaski,"Madi Rural Municipality",4115,4014,16318,8136,8182
437,Kaski,"Rupa Rural Municipality",3674,3569,14741,7093,7648
438,Manang,"Chame Rural Municipality",391,333,1272,728,544
439,Manang,"Narpa Bhumi Rural Municipality",125,125,398,170,228
440,Manang,"Narshon Rural Municipality",471,441,1671,831,840
441,Manang,"Manang Ingshyang Rural Municipality",558,548,1584,818,766
442,Mustang,"Waragung Muktikhsetra Rural Municipality",738,666,2611,1336,1275
443,Mustang,"Lo-Ghekar Damodarkunda Rural Municipality",459,444,1535,748,787
444,Mustang,"Gharapjhong Rural Municipality",1169,921,4875,2904,1971
445,Mustang,"Lomanthang Rural Municipality",540,539,1997,1132,865
446,Mustang,"Thasang Rural Municipality",845,698,3578,2054,1524
447,Myagdi,"Annapurna Rural Municipality",3618,3340,12351,6078,6273
449,Myagdi,"Dhaulagiri Rural Municipality",3192,3008,12604,6158,6446
450,Myagdi,"Malika Rural Municipality",4818,4336,18346,8999,9347
451,Myagdi,"Mangala Rural Municipality",3934,3699,14772,7030,7742
452,Myagdi,"Raghuganga Rural Municipality",4174,3767,14232,6857,7375
453,Parbat,"Bihadi Rural Municipality",3192,3063,12521,5960,6561
454,Parbat,"Jaljala Rural Municipality",6095,5140,21375,10259,11116
456,Parbat,"Mahashila Rural Municipality",2093,1964,8233,3867,4366
457,Parbat,"Modi Rural Municipality",5148,4618,18018,8611,9407
458,Parbat,"Painyu Rural Municipality",3292,2995,12705,6025,6680
460,Baglung,"Badigad Rural Municipality",6819,6324,28797,13487,15310
462,Baglung,"Bareng Rural Municipality",2981,2796,11162,5070,6092
466,Baglung,"Kanthekhola Rural Municipality",5961,5743,22732,10387,12345
467,Baglung,"Nisikhola Rural Municipality",5711,5499,23215,10566,12649
468,Baglung,"Taman Khola Rural Municipality",2622,2453,9795,4667,5128
469,Baglung,"Tara Khola Rural Municipality",2356,2302,10167,5010,5157
470,"Nawalparasi East","Binayee Tribeni Rural Municipality",9348,8651,39201,18664,20537
471,"Nawalparasi East","Bulingtar Rural Municipality",3569,3305,14596,7007,7589
472,"Nawalparasi East","Baudeekali Rural Municipality",2914,2676,11339,5164,6175
475,"Nawalparasi East","Hupsekot Rural Municipality",6250,5865,26861,12346,14515
478,Gulmi,"Chandrakot Rural Municipality",5148,4732,18751,8605,10146
479,Gulmi,"Chatrakot Rural Municipality",5320,5073,19239,8601,10638
480,Gulmi,"Dhurkot Rural Municipality",5405,5036,18699,8285,10414
481,Gulmi,"Gulmidarbar Rural Municipality",5288,5032,19413,8490,10923
482,Gulmi,"Isma Rural Municipality",5013,4777,18530,8453,10077
483,Gulmi,"Kaligandaki Rural Municipality",3793,3640,15106,7085,8021
484,Gulmi,"Madane Rural Municipality",5274,4961,19820,8985,10835
485,Gulmi,"Malika Rural Municipality",5273,5040,20173,9263,10910
488,Gulmi,"Ruru Rural Municipality",4691,4348,16638,7627,9011
489,Gulmi,"Satyawati Rural Municipality",5252,4953,19751,9056,10695
490,Palpa,"Bagnaskali Rural Municipality",4648,4423,16934,7683,9251
491,Palpa,"Mathagadhi Rural Municipality",5840,5553,24024,11222,12802
492,Palpa,"Nisdi Rural Municipality",4075,3772,17629,8137,9492
493,Palpa,"Purbakhola Rural Municipality",4138,3660,16145,7147,8998
494,Palpa,"Rainadevi Chhahara Rural Municipality",6390,6046,23124,10491,12633
495,Palpa,"Rambha Rural Municipality",4696,4339,17077,7565,9512
497,Palpa,"Ribdikot Rural Municipality",4459,4236,15636,7195,8441
499,Palpa,"Tinau Rural Municipality",4326,4164,18291,8628,9663
501,"Nawalparasi West","Palhi Nandan Rural Municipality",7383,6165,40325,20662,19663
502,"Nawalparasi West","Pratappur Rural Municipality",10753,9234,50326,25016,25310
504,"Nawalparasi West","Sarawal Rural Municipality",8840,7576,42217,20691,21526
506,"Nawalparasi West","Susta Rural Municipality",7892,6946,39798,19365,20433
509,Rupandehi,"Gaidahawa Rural Municipality",10020,8612,56529,28000,28529
510,Rupandehi,"Kanchan Rural Municipality",10483,9828,42528,19295,23233
511,Rupandehi,"Kotahimai Rural Municipality",7921,5939,46417,23527,22890
513,Rupandehi,"Marchawari Rural Municipality",6972,5305,41058,20632,20426
514,Rupandehi,"Mayadevi Rural Municipality",10040,8003,57341,28991,28350
515,Rupandehi,"Omsatiya Rural Municipality",8218,6683,41080,20332,20748
516,Rupandehi,"Rohini Rural Municipality",8096,6349,43277,21836,21441
518,Rupandehi,"Sammarimai Rural Municipality",7303,5164,43300,21691,21609
520,Rupandehi,"Siyari Rural Municipality",9060,7883,45274,22100,23174
521,Rupandehi,"Sudhdhodhan Rural Municipality",8717,7619,41472,20352,21120
524,Kapilbastu,"Bijayanagar Rural Municipality",7144,6361,43440,21562,21878
529,Kapilbastu,"Mayadevi Rural Municipality",8383,6623,57121,28014,29107
531,Kapilbastu,"Suddhodhan Rural Municipality",8593,6770,53417,26258,27159
532,Kapilbastu,"Yashodhara Rural Municipality",7045,5462,45169,22030,23139
534,Arghakhanchi,"Chhatradev Rural Municipality",6263,5930,21691,9676,12015
535,Arghakhanchi,"Malarani Rural Municipality",6842,6501,23780,10747,13033
536,Arghakhanchi,"Panini Rural Municipality",6214,5915,22330,10064,12266
539,Pyuthan,"Ayirabati Rural Municipality",5145,4628,20404,9074,11330
540,Pyuthan,"Gaumukhi Rural Municipality",5616,5380,26000,12006,13994
541,Pyuthan,"Jhimruk Rural Municipality",6592,6130,26491,11935,14556
542,Pyuthan,"Mallarani Rural Municipality",4152,3743,15846,6866,8980
543,Pyuthan,"Mandavi Rural Municipality",3904,3469,15778,7005,8773
544,Pyuthan,"Naubahini Rural Municipality",7163,6781,32524,14916,17608
546,Pyuthan,"Sarumarani Rural Municipality",4488,4125,19370,8545,10825
548,Rolpa,"Pariwartan Rural Municipality",4765,4567,22001,10252,11749
549,Rolpa,"Lungri Rural Municipality",5668,5486,26539,12348,14191
550,Rolpa,"Madi Rural Municipality",4143,4023,18013,8431,9582
552,Rolpa,"Runtigadi Rural Municipality",6387,6055,29094,13734,15360
553,Rolpa,"Sunil Smriti Rural Municipality",7066,6462,30523,13983,16540
554,Rolpa,"Gangadev Rural Municipality",4474,4423,21738,10278,11460
555,Rolpa,"Sunchhahari Rural Municipality",3607,3505,17281,8298,8983
556,Rolpa,"Thawang Rural Municipality",2575,2345,11008,5159,5849
557,Rolpa,"Tribeni Rural Municipality",5468,5257,23190,10941,12249
558,"Rukum East","Bhume Rural Municipality",4194,3849,19835,9425,10410
559,"Rukum East","Putha Uttarganga Rural Municipality",4573,3925,18954,9473,9481
560,"Rukum East","Sisne Rural Municipality",4396,3833,18751,9122,9629
561,Dang,"Babai Rural Municipality",7538,7171,31317,14527,16790
562,Dang,"Banglachuli Rural Municipality",5173,4951,22877,10276,12601
563,Dang,"Dangisharan Rural Municipality",5897,5579,23672,11436,12236
564,Dang,"Gadhawa Rural Municipality",10084,9448,46275,22650,23625
567,Dang,"Rajpur Rural Municipality",5896,5634,28410,14171,14239
568,Dang,"Rapti Rural Municipality",11837,10940,52158,24720,27438
569,Dang,"Shantinagar Rural Municipality",7137,6792,27666,12872,14794
571,Banke,"Baijanath Rural Municipality",16765,15439,70315,32739,37576
572,Banke,"Duduwa Rural Municipality",8112,6152,43039,21798,21241
573,Banke,"Janki Rural Municipality",9124,7263,46536,23386,23150
574,Banke,"Khajura Rural Municipality",13885,12213,63749,30284,33465
576,Banke,"Narainapur Rural Municipality",8680,6941,43698,21822,21876
578,Banke,"Rapti Sonari Rural Municipality",15491,14380,67782,32015,35767
579,Bardiya,"Badhaiyatal Rural Municipality",12736,11826,52056,24042,28014
582,Bardiya,"Geruwa Rural Municipality",7788,7613,33742,15525,18217
588,"Rukum West","Banfikot Rural Municipality",4827,4398,20940,10085,10855
591,"Rukum West","Sani Bheri Rural Municipality",5313,4897,24778,12152,12626
592,"Rukum West","Tribeni Rural Municipality",4375,4231,20466,9775,10691
595,Salyan,"Chhatreshwori Rural Municipality",5135,4847,21368,10115,11253
596,Salyan,"Darma Rural Municipality",4270,4006,19998,9699,10299
597,Salyan,"Siddha Kumakh Rural Municipality",2892,2786,13135,6274,6861
598,Salyan,"Kalimati Rural Municipality",4994,4734,22498,11126,11372
599,Salyan,"Kapurkot Rural Municipality",3978,3864,17548,8410,9138
600,Salyan,"Kumakh Rural Municipality",5582,5149,24858,12088,12770
602,Salyan,"Tribeni Rural Municipality",4125,3841,16768,7992,8776
603,Surkhet,"Barahtal Rural Municipality",6240,6059,25562,12248,13314
606,Surkhet,"Chaukune Rural Municipality",5358,4897,27006,13289,13717
